one_year_return_percentile,six_month_return_percentile,three_month_return_percentile,one_month_return_percentile,price-to-earnings_ratio,pe_percentile,price-to-book_ratio,pb_percentile,price-to-sales_ratio,ps_percentile,ev/ebitda,ev/ebitda_percentile,ev/gp,ev/gp_percentile,stock_price,market_capitalization,number_of_share_to_buy,price,shares_to_buy,price_to_momentum,ticker,one_year_price_return,six_month_price_return,three_month_price_return,one_month_price_return,value_score,market_cap_category,momentum_score
-2.52716606849694,-6.426059413231417,-1.6143986757245414,1.130483146316168,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.11164755952916679,-0.1616588793465648,-0.472713516181729,0.2384221658396455,-0.33008248553810815,-0.11164755952916683,A,71.22%,25.22%,16.44%,8.09%,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,-0.3944705662043359,-1.386678823486016,0.00306931151643237,-2.157895652624881,0.07442100257166469,0.04982566934071308,-4.045286070846884,-1.8441334429097813,0.43541547333053254,2.0460670631052045,-0.4682667727826958,-0.3190392293592632,1.9121474663567233,-0.4980616222775226,4.523942610539777,-0.4682667727826958,AAL,Unknown,Unknown,Unknown,Unknown,9.7%,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,0.044470501285639036,-0.31888836314974855,-0.579180524330767,-0.11997967137396394,-0.17627630010558226,0.044470501285638994,AAP,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.14871387336725722,10.672103804839773,-0.4301267129221138,-0.11997967137396394,-0.17627630010558226,-0.14871387336725722,AAPL,Unknown,Unknown,Unknown,Unknown,Unknown,Mega,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.21799545057005085,0.5854747837707053,-0.34495310640288335,-0.11997967137396394,-0.17627630010558226,-0.21799545057005087,ABBV,Unknown,Unknown,Unknown,Unknown,Unknown,Mega,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,-0.5937161731240902,-1.8668727502749851,-1.2799426869950874,-4.307627397902986,-0.5837326011425416,-2.691443237334393,0.3564958011497656,1.4182198222568019,0.7879412634445466,4.22488274716794,-0.20472876557377126,-0.2675512721931161,-0.36624650803269093,0.04850619991039752,0.5789911083960739,-0.20472876557377126,ABC,Unknown,Unknown,Unknown,Unknown,9.7%,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,0.3565458146122654,-0.31537223071402454,-0.6856475324798051,-0.11997967137396394,-0.17627630010558226,0.3565458146122654,ABMD,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.2083469523909384,0.6195725668262808,-0.34495310640288335,-0.11997967137396394,-0.17627630010558226,-0.2083469523909384,ABT,Unknown,Unknown,Unknown,Unknown,Unknown,Mega,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,0.28300281738036376,0.6131248183450966,-0.6643541308499975,-0.11997967137396394,-0.17627630010558226,0.28300281738036376,ACN,Unknown,Unknown,Unknown,Unknown,Unknown,Mega,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,1.095486768213126,0.9824547190086718,-0.7708211389990356,-0.11997967137396394,-0.17627630010558226,1.0954867682131257,ADBE,Unknown,Unknown,Unknown,Unknown,Unknown,Mega,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.06688924853161735,-0.07302887896891856,-0.5153003194413442,-0.11997967137396394,-0.17627630010558226,-0.06688924853161735,ADI,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.3596675655000189,-0.22338706083911292,0.12350172945288408,-0.11997967137396394,-0.17627630010558226,-0.3596675655000189,ADM,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,0.01817834374755757,0.025407886501435634,-0.5578871227009594,-0.11997967137396394,-0.17627630010558226,0.018178343747557536,ADP,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,0.280510288684093,-0.0743559128101619,-0.6643541308499975,-0.11997967137396394,-0.17627630010558226,0.28051028868409306,ADSK,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.30719045595917943,-0.28393139092076153,-0.11072568847499963,-0.11997967137396394,-0.17627630010558226,-0.30719045595917943,AEE,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.2947546138616567,-0.17604106171222142,-0.15331249173461486,-0.11997967137396394,-0.17627630010558226,-0.2947546138616567,AEP,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.4565545680486065,-0.3006122856479945,1.4649860321307635,-0.11997967137396394,-0.17627630010558226,-0.4565545680486065,AES,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,-0.03558349964190979,-1.0265333783942892,0.046972401594253775,-0.7149250290820435,0.4204605261739793,2.9930828112445105,-0.11117121039245736,-0.55636241718613,0.04511906284715961,-0.10117158205807136,-0.3765792386972966,-0.20847201131825874,0.22996873760192213,-0.3076866449502584,1.6189771141484899,-0.37657923869729654,AFL,Unknown,Unknown,Unknown,Unknown,12.5%,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,-0.7856125568377879,-2.3470666770639546,0.039084727783662135,-1.9223086120464588,-0.013785150503435182,-0.4695726498187808,-0.5074386781877763,-1.0714708274755906,-0.26963610689749595,-1.6484464881316079,-0.397591523620697,-0.18043248405582107,0.400315950640383,-0.3491124236212303,1.9127351180445753,-0.397591523620697,AIG,Unknown,Unknown,Unknown,Unknown,7.1%,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,-3.460729803842357,-4.237830263795521,0.0593247964297086,4.202954442992525,-22.214595370636243,-2.864576010387558,-18.492983748032966,-2.7026474600588823,-17.29789079008336,-2.2799872661208065,-0.5084688485289978,-0.37876429999726235,7.874299922702854,-0.5869950806431825,15.2647563679625,-0.5084688485289978,AIV,Unknown,Unknown,Unknown,Unknown,6.8%,Small,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.617680785340891,7.947090628474572,0.05411595523403488,1.6998421368467866,-0.00021497310726597158,-0.3541508011166709,-1.9318595759385166,-1.7868991750998413,-0.27278365859494247,-1.7116005659305278,-0.09567393476596955,-0.33761687781760097,-0.4940069178115366,0.2791594274135929,0.3415136313017901,-0.09567393476596953,AIZ,Unknown,Unknown,Unknown,Unknown,15.9%,Mid,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.14828505122596333,-0.24309402412320152,-0.4301267129221138,-0.11997967137396394,-0.17627630010558226,-0.14828505122596333,AJG,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.20848095931009275,-0.2900071878730212,-0.34495310640288335,-0.11997967137396394,-0.17627630010558226,-0.20848095931009275,AKAM,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,-0.04325042799279182,-0.28560637382233495,-0.5365937210711519,-0.11997967137396394,-0.17627630010558226,-0.043250427992791815,ALB,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
0.07778820681219911,0.08661650382790721,0.05501042385225637,0.07995353485941961,0.09302790646407907,-0.03613340439204094,0.048758290004199054,-0.06706066749138187,0.04049555908124166,-0.06559617936139675,0.05661771741276762,-0.0984882747066095,0.04511906284715961,-0.10117158205807136,1.1389854141706246,-0.14619150716289558,-0.7708211389990356,-0.11997967137396394,-0.17627630010558226,1.1389854141706244,ALGN,Unknown,Unknown,Unknown,Unknown,Unknown,Large,0.0
